step,sigma_hat_0,sigma_t,approx_coeff,residual_rms,sure_val,raw_grad_rms,eff_grad_rms,effective_alpha,step_rms,adam_ratio
34,0.189024,6.164881,4.0000,0.202107,2799.556574,0.804224,0.571393,0.050000,0.028570,0.710489
35,0.177245,5.837600,4.0000,0.187022,2801.069676,0.737828,0.560156,0.050000,0.028008,0.759196
36,0.169478,5.512797,4.0000,0.182605,3431.079996,0.715085,0.548497,0.050000,0.027425,0.767038
37,0.151194,5.191027,4.0000,0.170633,3241.254613,0.662817,0.533387,0.050000,0.026669,0.804727
38,0.142422,4.872847,4.0000,0.171843,3497.471506,0.658832,0.518772,0.050000,0.025939,0.787411
39,0.134068,4.558818,4.0000,0.190908,3884.841836,0.724882,0.497268,0.050000,0.024863,0.685999
40,0.127959,4.249507,4.0000,0.156102,2727.176781,0.599349,0.481361,0.050000,0.024068,0.803139
41,0.125515,3.945484,4.0000,0.153806,2847.487896,0.592353,0.463493,0.050000,0.023175,0.782460
42,0.120939,3.647326,4.0000,0.147438,2461.857302,0.545187,0.445758,0.050000,0.022288,0.817624
43,0.109214,3.355617,4.0000,0.130677,1869.049353,0.483321,0.423464,0.050000,0.021173,0.876156
44,0.101086,3.070950,4.0000,0.118752,1557.055659,0.440148,0.401288,0.050000,0.020064,0.911712
45,0.093625,2.793929,4.0000,0.107525,1267.655261,0.407105,0.380155,0.050000,0.019008,0.933801
46,0.089064,2.525169,4.0000,0.102747,1142.272086,0.382767,0.355685,0.050000,0.017784,0.929247
47,0.088589,2.265302,4.0000,0.098415,1073.933192,0.379107,0.335572,0.050000,0.016779,0.885164
48,0.081219,2.014978,4.0000,0.091101,913.579851,0.336054,0.315857,0.050000,0.015793,0.939900
49,0.077308,1.774869,4.0000,0.082472,760.540902,0.316926,0.297506,0.050000,0.014875,0.938724
50,0.074180,1.545675,4.0000,0.077556,621.998636,0.303813,0.278569,0.050000,0.013928,0.916908
51,0.074874,1.328130,4.0000,0.077710,627.274401,0.304106,0.259476,0.050000,0.012974,0.853244
52,0.078964,1.123015,4.0000,0.081606,671.508201,0.322241,0.241797,0.050000,0.012090,0.750361
53,0.083897,0.931163,4.0000,0.085165,680.836336,0.337556,0.225784,0.050000,0.011289,0.668879
54,0.093886,0.753484,4.0000,0.091678,668.455913,0.360860,0.213757,0.050000,0.010688,0.592354
55,0.105111,0.590990,4.0000,0.093033,546.886857,0.369649,0.203364,0.050000,0.010168,0.550153
56,0.116519,0.444834,4.0000,0.090119,217.697128,0.359391,0.195182,0.050000,0.009759,0.543092
57,0.135773,0.316379,4.0000,0.079119,-576.278734,0.314531,0.187397,0.050000,0.009370,0.595798
58,0.154891,0.207320,4.0000,0.058849,-1920.114333,0.235228,0.176556,0.050000,0.008828,0.750571
59,0.119941,0.119941,4.0000,0.040769,-1417.594084,0.163076,0.165438,0.050000,0.008272,1.014487
60,0.057790,0.057790,4.0000,0.025802,-190.186483,0.103206,0.154416,0.050000,0.007721,1.496184
61,0.029168,0.029168,4.0000,0.014216,16.322264,0.056864,0.141733,0.050000,0.007087,2.492500
