step,sigma_hat_0,sigma_t,approx_coeff,residual_rms,sure_val,raw_grad_rms,eff_grad_rms,effective_alpha,step_rms,adam_ratio
25,0.284267,9.131018,4.0000,0.290171,3841.764664,1.025103,0.631298,0.050000,0.031565,0.615839
26,0.269912,8.806214,4.0000,0.273880,3287.560520,0.962508,0.628451,0.050000,0.031423,0.652931
27,0.260626,8.478933,4.0000,0.267911,3643.525245,0.938303,0.620570,0.050000,0.031028,0.661375
28,0.249497,8.149728,4.0000,0.270876,4312.808050,1.040563,0.614172,0.050000,0.030709,0.590230
29,0.229460,7.819149,4.0000,0.247897,3566.497761,0.964481,0.605423,0.050000,0.030271,0.627719
30,0.219936,7.487746,4.0000,0.245536,3579.380892,0.967068,0.597852,0.050000,0.029893,0.618210
31,0.212813,7.156068,4.0000,0.231606,3240.692406,0.922493,0.593442,0.050000,0.029672,0.643302
32,0.205952,6.824666,4.0000,0.219881,3184.519872,0.876740,0.588618,0.050000,0.029431,0.671371
33,0.194771,6.494086,4.0000,0.212370,2961.907559,0.845556,0.580472,0.050000,0.029024,0.686497
34,0.189386,6.164881,4.0000,0.204644,3046.652196,0.814059,0.571829,0.050000,0.028591,0.702441
35,0.177920,5.837600,4.0000,0.188933,2742.308831,0.747329,0.561015,0.050000,0.028051,0.750693
36,0.170229,5.512797,4.0000,0.183093,3409.123899,0.717786,0.549688,0.050000,0.027484,0.765811
37,0.153850,5.191027,4.0000,0.172797,3284.825906,0.671042,0.535484,0.050000,0.026774,0.797988
38,0.139983,4.872847,4.0000,0.169634,3300.767845,0.652332,0.520722,0.050000,0.026036,0.798248
39,0.131386,4.558818,4.0000,0.166773,3146.647695,0.616777,0.495912,0.050000,0.024796,0.804038
40,0.124662,4.249507,4.0000,0.151238,2306.582363,0.590470,0.480400,0.050000,0.024020,0.813589
41,0.116699,3.945484,4.0000,0.145055,2149.976666,0.551383,0.459301,0.050000,0.022965,0.832997
42,0.113161,3.647326,4.0000,0.131602,1927.489972,0.509652,0.442480,0.050000,0.022124,0.868201
43,0.107912,3.355617,4.0000,0.125786,1701.448548,0.474535,0.422621,0.050000,0.021131,0.890600
44,0.103348,3.070950,4.0000,0.111646,1511.984617,0.434382,0.406467,0.050000,0.020323,0.935736
45,0.098466,2.793929,4.0000,0.114430,1410.178828,0.427708,0.385540,0.050000,0.019277,0.901410
46,0.099352,2.525169,4.0000,0.111884,1332.739418,0.428401,0.362451,0.050000,0.018123,0.846056
47,0.092947,2.265302,4.0000,0.104566,1161.255514,0.402155,0.342601,0.050000,0.017130,0.851913
48,0.087062,2.014978,4.0000,0.099533,1076.022606,0.377841,0.321918,0.050000,0.016096,0.851993
49,0.084325,1.774869,4.0000,0.093779,936.517427,0.349695,0.303702,0.050000,0.015185,0.868477
50,0.081790,1.545675,4.0000,0.085256,753.329788,0.335295,0.285849,0.050000,0.014292,0.852529
51,0.084176,1.328130,4.0000,0.088799,766.354268,0.348627,0.267584,0.050000,0.013379,0.767535
52,0.093316,1.123015,4.0000,0.098208,915.847779,0.387029,0.252761,0.050000,0.012638,0.653079
53,0.100172,0.931163,4.0000,0.105278,957.034523,0.409024,0.238245,0.050000,0.011912,0.582473
54,0.114529,0.753484,4.0000,0.109299,930.040255,0.429847,0.228675,0.050000,0.011434,0.531992
55,0.126634,0.590990,4.0000,0.105233,569.859344,0.416561,0.218147,0.050000,0.010907,0.523685
56,0.137169,0.444834,4.0000,0.102239,262.844734,0.407953,0.209723,0.050000,0.010486,0.514086
57,0.153421,0.316379,4.0000,0.083866,-861.364196,0.334026,0.203719,0.050000,0.010186,0.609888
58,0.169648,0.207320,4.0000,0.063604,-2159.952164,0.254164,0.195522,0.050000,0.009776,0.769275
59,0.119941,0.119941,4.0000,0.044141,-1334.994763,0.176565,0.184697,0.050000,0.009235,1.046055
60,0.057790,0.057790,4.0000,0.025397,-197.548846,0.101588,0.171800,0.050000,0.008590,1.691140
61,0.029168,0.029168,4.0000,0.014507,16.307618,0.058027,0.157950,0.050000,0.007898,2.722018
